Key,Value,2020-10-09-20-37
5e40-19,6
91d2-70,5
8d2b-53,5
5e40-33,4
87b7-27,5
7c3d-27,6
8d2b-60,5
91d2-49,5
91d2-68,4
3b8e-83,5
5e40-3,6
7c3d-30,4
87b7-26,5
87b7-31,5
3b8e-64,5
8d2b-98,5
7c3d-43,6
3b8e-56,7
5e40-50,5
7c3d-34,4
971e-38,5
7c3d-53,4
3b8e-86,5
847c-30,7
781d-17,4
91d2-6,6
1906-33,4
7c3d-19,6
1906-3,5
8d2b-73,6
91d2-42,4
7c3d-62,7
1906-70,6
3b8e-37,4
3b8e-78,6
1906-69,5
7c3d-92,5
3b8e-15,5
91d2-72,5
3b8e-54,4
847c-48,5
971e-53,4
781d-12,6
971e-84,5
3b8e-58,5
87b7-41,4
5e40-18,6
971e-2,4
87b7-4,5
781d-3,7
1906-5,4
1906-25,5
7c3d-75,5
87b7-14,5
1906-50,4
91d2-97,5
847c-42,4
847c-71,7
847c-9,7
87b7-55,6
5e40-91,4
971e-29,6
7c3d-35,6
5e40-11,5
971e-75,5
8d2b-68,7
8d2b-87,4
5e40-79,5
847c-76,6
781d-20,5
781d-71,4
8d2b-81,5
91d2-83,5
1906-93,5
7c3d-97,4
5e40-5,5
87b7-47,6
1906-81,4
91d2-87,5
87b7-13,6
1906-68,4
7c3d-26,7
7c3d-83,5
91d2-17,6
91d2-98,6
7c3d-74,4
8d2b-82,7
8d2b-5,6
781d-50,4
5e40-95,5
1906-66,5
781d-94,5
781d-1,6
5e40-48,5
1906-89,6
5e40-78,4
7c3d-1,5
8d2b-39,5
1906-84,6
5e40-37,4
1906-28,5
3b8e-2,4
847c-64,6
5e40-72,5
971e-36,4
8d2b-92,6
7c3d-81,5
91d2-26,5
781d-32,5
8d2b-46,5
971e-0,5
847c-11,6
781d-15,6
971e-89,5
971e-22,7
1906-24,5
91d2-82,5
91d2-34,7
91d2-69,5
1906-10,5
87b7-63,7
971e-10,4
87b7-99,5
3b8e-42,6
1906-61,5
7c3d-52,6
1906-7,6
971e-93,5
781d-88,6
847c-81,6
847c-18,6
8d2b-11,6
91d2-91,5
5e40-43,6
781d-8,5
8d2b-37,6
87b7-59,5
3b8e-3,5
781d-45,7
5e40-31,5
8d2b-91,5
91d2-60,4
1906-94,4
8d2b-20,4
781d-87,5
847c-87,6
781d-51,4
5e40-42,5
781d-68,6
5e40-89,4
847c-32,4
971e-4,4
1906-46,5
