Key,Value,2020-10-11-11-24
6887-49,5
6887-157,4
6887-261,6
6887-150,5
6887-318,4
6887-208,4
6887-239,5
0776-34,4
6887-174,5
6887-193,7
5a5d-333,7
6887-145,4
5a5d-237,6
6887-227,6
6887-229,5
0776-175,5
6887-41,5
6887-72,6
6887-274,5
5a5d-41,4
0776-92,5
0776-74,6
6887-270,6
5a5d-245,5
0776-25,5
6887-287,5
0776-61,6
6887-160,5
0776-101,5
5a5d-278,5
6887-110,5
f643-274,4
0776-91,6
6887-85,4
0776-330,5
09ba-80,6
5a5d-144,5
0776-146,5
f643-84,7
0776-224,5
5a5d-267,5
0776-178,5
6887-78,5
09ba-249,5
6887-242,5
6887-263,8
6887-147,6
5a5d-198,5
5a5d-256,6
f8e8-141,7
f643-238,5
5a5d-160,5
5fd3-25,6
5a5d-151,5
5fd3-152,5
5a5d-99,5
5a5d-212,5
5a5d-203,6
0776-271,5
6887-165,6
6887-94,5
f643-61,6
0776-93,4
5a5d-274,4
f8e8-221,4
5a5d-5,5
6415-316,5
6415-293,4
5a5d-165,5
f643-43,5
6887-76,4
0776-207,7
6887-16,5
0776-215,7
6887-277,4
f643-211,7
f643-228,6
0776-258,6
f643-138,6
cbad-338,5
0776-2,7
4a47-232,4
f8e8-119,6
5a5d-52,5
4a47-283,5
cbad-302,5
09ba-290,6
6887-291,5
0776-118,4
5a5d-31,5
0776-75,5
09ba-194,6
6887-97,5
0776-27,5
0776-49,5
6887-207,4
09ba-267,5
4a47-83,5
09ba-102,6
f643-232,5
f8e8-261,5
6415-202,5
4a47-75,6
f643-40,5
5fd3-129,5
0776-323,6
5a5d-112,5
6887-19,4
09ba-247,5
6415-228,6
4a47-329,6
6415-278,6
09ba-68,5
4a47-113,6
f8e8-87,7
0776-59,5
cbad-260,5
cbad-333,5
5fd3-72,5
09ba-305,4
f643-94,5
5a5d-188,5
f643-66,5
09ba-34,6
f643-293,5
cbad-309,4
5a5d-195,5
09ba-257,5
