Key,Value,2020-10-09-21-07
37b2-50,6
37b2-26,6
9c73-273,6
9c73-259,5
37b2-74,4
0110-38,5
9c73-111,5
0110-92,6
37b2-9,6
0110-179,5
9c73-216,5
0110-185,5
37b2-129,4
0110-199,5
c4ed-37,5
9c73-196,6
c4ed-81,6
9c73-91,4
c4ed-45,5
0110-214,6
c4ed-292,5
37b2-268,7
37b2-167,5
0110-207,5
0110-43,5
9c73-328,4
0110-287,5
0110-271,4
37b2-297,5
0110-312,6
37b2-66,4
c4ed-192,6
9c73-322,4
0110-40,6
0110-213,6
0110-220,5
c4ed-308,4
0110-331,5
c4ed-139,4
37b2-110,4
0110-85,4
9c73-19,5
9c73-145,4
c4ed-138,5
37b2-71,6
37b2-72,6
37b2-43,6
60e5-238,6
0110-135,6
60e5-195,5
37b2-295,4
ee90-276,6
ee90-112,5
9c73-207,6
9c73-139,4
0110-35,6
9c73-131,5
0110-163,5
adde-315,6
9c73-25,5
37b2-38,7
85a8-29,5
60e5-124,5
9c73-110,5
85a8-318,5
c4ed-65,5
9c73-222,6
9c73-233,5
37b2-55,4
ad79-68,6
37b2-318,4
85a8-175,6
9c73-221,5
c4ed-181,4
37b2-30,5
9c73-96,5
0110-137,6
9c73-181,5
ad79-15,5
7951-181,4
ee90-274,4
37b2-284,4
c4ed-10,5
ee90-88,7
0110-239,5
adde-215,6
7951-186,5
9c73-177,4
c4ed-309,5
c4ed-133,5
0110-198,5
85a8-176,5
adde-185,6
0110-162,5
7951-305,5
ee90-161,5
c4ed-296,6
7951-268,5
ad79-189,6
ee90-282,6
7951-286,6
37b2-235,5
9c73-188,5
0110-23,5
9c73-37,6
37b2-144,4
60e5-30,5
ee90-188,6
c4ed-16,4
0110-204,4
37b2-21,5
ee90-117,6
85a8-191,7
9c73-262,6
37b2-275,6
0110-310,6
9c73-312,6
ee90-264,6
adde-157,5
ee90-232,5
adde-29,5
37b2-19,6
37b2-197,5
c4ed-274,5
9c73-31,5
c4ed-132,5
9c73-1,6
9c73-306,6
ad79-312,4
9c73-195,7
85a8-225,5
adde-275,7
0110-142,5
9c73-249,4
9c73-151,5
ee90-164,6
0110-169,6
0110-62,5
9c73-15,5
c4ed-161,5
60e5-225,4
c4ed-119,4
7951-159,5
37b2-67,5
85a8-71,4
adde-196,6
85a8-278,5
85a8-93,6
9c73-40,5
37b2-211,5
9c73-321,4
0110-229,5
37b2-200,6
85a8-243,5
60e5-99,5
9c73-36,5
37b2-207,4
85a8-48,4
c4ed-220,4
ad79-85,5
7951-42,5
9c73-115,5
ee90-34,5
0110-258,5
85a8-12,6
0110-230,4
ad79-94,5
adde-249,5
c4ed-53,6
60e5-178,5
ad79-95,5
0110-145,5
37b2-123,4
0110-286,4
adde-276,4
adde-94,6
60e5-66,6
adde-305,6
60e5-183,6
ee90-329,5
9c73-122,4
37b2-149,4
37b2-83,5
7951-63,5
ee90-185,7
7951-151,5
adde-327,5
0110-188,5
c4ed-299,6
c4ed-101,6
adde-112,6
60e5-323,5
c4ed-118,6
adde-289,6
9c73-337,6
c4ed-9,5
ad79-164,5
85a8-288,6
c4ed-62,5
7951-314,6
c4ed-286,5
85a8-305,5
0110-311,5
37b2-209,5
7951-108,4
37b2-259,5
ad79-151,6
60e5-91,5
7951-169,6
ad79-73,5
85a8-72,6
60e5-46,4
ee90-114,5
37b2-31,6
0110-136,5
60e5-277,5
0110-187,5
85a8-219,5
9c73-126,5
37b2-222,6
c4ed-112,5
9c73-77,4
37b2-48,4
60e5-43,5
7951-180,7
37b2-177,4
0110-96,6
ee90-312,4
9c73-227,6
ee90-325,5
85a8-140,5
ad79-84,6
ee90-82,6
85a8-207,5
adde-214,5
9c73-169,4
ee90-148,7
ad79-289,5
37b2-34,5
ad79-176,6
ad79-35,6
0110-256,7
ad79-99,6
85a8-193,5
9c73-327,6
60e5-41,6
60e5-137,6
85a8-226,6
7951-167,6
7951-246,5
7951-302,5
ad79-21,5
7951-5,4
85a8-144,6
9c73-44,4
ad79-186,4
ee90-54,4
60e5-19,5
ee90-263,6
85a8-275,5
0110-306,5
ee90-181,5
0110-113,5
c4ed-94,4
0110-128,5
ad79-332,5
0110-11,5
adde-49,7
60e5-47,6
ad79-82,4
60e5-76,6
60e5-114,5
9c73-101,5
0110-48,5
7951-209,5
37b2-150,7
37b2-236,6
9c73-149,6
60e5-113,7
9c73-304,5
7951-227,6
60e5-154,7
7951-182,5
60e5-206,6
ad79-220,6
85a8-329,5
85a8-230,5
60e5-310,5
37b2-298,6
60e5-71,4
9c73-239,4
37b2-29,4
9c73-305,4
9c73-292,6
ee90-71,5
9c73-183,6
37b2-36,5
85a8-327,4
adde-232,6
0110-28,5
adde-90,5
37b2-111,4
0110-42,5
0110-273,5
7951-231,6
c4ed-50,5
0110-244,7
9c73-8,5
