Key,Value,2020-10-09-20-54
b888-285,5
b888-286,5
b888-307,6
dbce-88,5
b888-271,5
dbce-219,5
dbce-82,6
50b8-100,5
e12a-185,6
50b8-172,5
b888-269,5
b888-130,5
50b8-280,7
e12a-42,5
b888-6,6
b888-81,5
dbce-158,4
50b8-151,4
b888-15,6
0162-205,5
dbce-201,5
e12a-11,5
e12a-139,5
b888-309,6
dbce-49,4
dbce-17,6
e12a-244,6
dbce-223,4
50b8-61,5
b888-229,4
e12a-194,5
dbce-192,6
b888-272,5
4c51-188,5
dbce-321,4
e12a-114,5
50b8-111,5
e12a-284,5
b888-203,5
44e3-1,6
50b8-223,7
dbce-241,4
e12a-301,5
dbce-81,6
4c51-152,5
b888-66,5
0162-190,4
dbce-129,6
dbce-54,6
0162-307,6
0162-319,6
9850-113,5
44e3-220,5
e12a-232,4
98a2-273,4
0162-235,5
dbce-200,6
dbce-101,6
50b8-164,6
dbce-83,4
4c51-215,5
44e3-296,6
9850-271,5
dbce-295,6
dbce-168,4
0162-77,5
50b8-234,5
e12a-7,5
98a2-24,5
50b8-297,5
9850-300,5
4c51-159,6
dbce-229,5
4c51-245,5
9850-60,4
50b8-67,5
50b8-208,4
98a2-320,4
dbce-47,5
0162-163,6
e12a-38,6
50b8-204,5
e12a-21,5
50b8-8,5
dbce-251,4
9850-303,5
50b8-65,5
b888-338,5
4c51-160,6
b888-304,4
44e3-285,4
b888-75,4
9850-2,5
9850-225,5
e12a-262,6
98a2-260,4
44e3-185,5
9850-131,5
44e3-168,5
dbce-97,6
9850-16,5
4c51-203,5
9850-277,5
dbce-105,5
e12a-178,6
44e3-330,4
50b8-154,5
0162-318,5
50b8-138,4
e12a-0,5
50b8-150,5
50b8-185,5
dbce-62,5
1769-36,6
e12a-273,4
b888-13,6
b888-19,5
50b8-38,5
9850-59,4
50b8-104,5
9850-123,6
44e3-60,5
1769-69,5
dbce-43,5
98a2-84,5
1769-99,5
b888-245,7
98a2-300,6
9850-198,5
b888-221,7
44e3-193,5
9850-170,5
44e3-294,6
1769-327,5
b888-103,4
dbce-6,4
dbce-197,6
dbce-194,5
9850-313,5
50b8-157,5
98a2-128,4
9850-147,5
4c51-73,6
b888-35,5
9850-293,4
44e3-269,6
1769-204,6
4c51-166,5
50b8-156,5
50b8-34,4
1769-283,5
9850-338,5
4c51-320,7
b888-34,5
4c51-224,6
b888-20,6
0162-67,5
e12a-227,6
0162-261,5
9850-159,6
50b8-292,5
b888-5,5
9850-262,5
dbce-297,6
e12a-198,4
e12a-136,6
9850-48,6
b888-10,5
4c51-220,7
98a2-157,5
9850-126,4
b888-41,4
4c51-251,4
dbce-1,4
b888-179,5
b888-227,5
1769-251,5
