Key,Value,2020-10-11-14-17
bf45-50,4
bf45-177,8
bf45-154,5
bf45-201,6
bf45-187,6
bf45-175,5
bf45-81,5
bf45-121,5
bf45-86,5
bf45-275,5
bf45-65,5
bf45-197,5
bf45-51,5
ae4d-181,6
bf45-148,5
bf45-206,6
ae4d-189,5
bf45-247,6
24b4-113,5
bf45-273,5
bf45-290,4
bf45-172,5
ae4d-76,6
ae4d-201,5
bf45-1,5
ae4d-95,5
bf45-47,7
ae4d-213,5
bf45-44,5
bf45-131,6
bf45-306,4
ae4d-29,5
bf45-132,6
bf45-219,6
ae4d-102,4
ae4d-128,5
bf45-138,4
bf45-26,5
bf45-225,6
bf45-55,8
ae4d-265,5
24b4-117,6
bf45-106,5
ae4d-334,5
bf45-101,6
bf45-62,5
bf45-320,4
bf45-10,6
bf45-93,5
bf45-88,7
ae4d-6,4
bf45-145,4
bf45-224,5
bf45-341,6
bf45-283,6
bf45-24,5
bf45-190,5
bf45-35,5
ae4d-67,5
bf45-319,5
bf45-5,7
24b4-317,5
ae4d-286,5
ae4d-171,5
ae4d-11,5
24b4-330,5
bf45-335,4
bf45-152,5
bf45-211,6
ae4d-178,6
bf45-61,4
bf45-338,5
bf45-179,6
bf45-80,6
ae4d-228,4
bf45-204,5
24b4-297,6
bf45-43,5
bf45-46,5
bf45-299,4
bf45-174,5
ae4d-254,5
ae4d-133,5
bf45-82,5
bf45-3,6
ae4d-15,4
bf45-58,6
bf45-324,4
bf45-100,4
bf45-74,6
bf45-112,4
bf45-76,6
ae4d-282,5
24b4-299,4
bf45-77,5
bf45-134,6
bf45-90,5
bf45-246,5
bf45-124,5
ae4d-295,5
bf45-16,4
bf45-70,4
bf45-66,5
bf45-52,6
24b4-126,4
bf45-54,5
ae4d-224,5
bf45-99,4
ae4d-105,5
bf45-7,4
bf45-332,5
ae4d-3,4
bf45-73,4
21ed-192,5
bf45-8,5
bf45-17,5
bf45-210,5
bf45-240,5
ae4d-75,4
ae4d-85,5
bf45-87,5
bf45-289,4
bf45-288,5
bf45-114,4
ae4d-134,4
bf45-119,4
bf45-213,6
24b4-334,4
bf45-195,5
bf45-184,4
ae4d-119,7
bf45-181,5
bf45-308,5
bf45-122,4
bf45-279,4
bf45-14,5
bf45-111,5
bf45-130,5
ae4d-77,4
ae4d-188,4
bf45-110,5
bf45-301,6
ae4d-124,4
ae4d-276,7
ae4d-43,5
ae4d-79,5
bf45-244,4
bf45-33,6
ae4d-82,6
