Key,Value,2020-10-11-11-35
ea5b-124,4
ea5b-61,5
6141-194,4
6141-28,5
ea5b-84,6
09e8-93,5
ea5b-117,6
09e8-111,6
6141-31,4
6141-63,6
ea5b-194,5
ea5b-260,6
09e8-211,5
09e8-298,5
955f-35,4
ea5b-19,5
955f-310,4
955f-318,7
6141-303,5
ea5b-111,5
ea5b-282,5
09e8-24,5
955f-68,4
6141-332,6
09e8-215,5
ea5b-160,5
ea5b-329,6
955f-263,5
09e8-135,6
ea5b-118,5
ea5b-36,6
6141-269,4
09e8-152,4
ea5b-297,5
09e8-140,5
955f-306,5
09e8-67,6
955f-223,5
09e8-319,5
09e8-288,5
09e8-14,5
09e8-237,7
6141-126,4
6141-15,4
a327-75,5
09e8-292,5
09e8-336,5
6141-287,6
09e8-173,5
09e8-149,6
ea5b-198,5
09e8-244,5
09e8-39,5
6141-1,5
bda1-47,5
9a39-167,5
7fbc-41,5
bda1-221,6
6141-317,6
a327-133,7
f36d-323,5
9a39-235,6
9a39-304,4
7fbc-125,5
bda1-271,7
ea5b-272,6
bda1-53,6
f36d-292,5
5953-83,6
6141-141,4
6141-296,5
955f-24,7
9a39-93,6
5953-172,4
9a39-123,7
bda1-44,4
6141-128,4
09e8-104,5
9a39-63,7
955f-62,7
09e8-247,4
5953-185,5
a327-49,6
6141-230,5
6141-280,5
9a39-75,6
09e8-74,5
a327-241,7
f36d-32,5
7fbc-151,5
bda1-325,6
5953-277,4
6141-42,4
9a39-85,5
9a39-115,5
09e8-249,5
5953-19,6
6141-119,4
9a39-322,5
a327-54,5
09e8-302,4
9a39-174,7
09e8-159,5
6141-85,4
ea5b-229,5
bda1-78,5
a327-198,6
9a39-139,6
a327-202,4
09e8-98,4
7fbc-320,6
09e8-266,5
a327-65,5
6141-130,4
ea5b-99,4
6141-64,5
f36d-55,6
5953-246,5
a327-85,5
a327-132,5
6141-252,5
6141-94,6
5953-333,5
5953-238,5
6141-313,5
09e8-137,4
ea5b-180,4
9a39-35,6
bda1-67,4
a327-249,5
ea5b-102,5
6141-330,6
7fbc-225,5
6141-208,5
ea5b-106,4
6141-132,6
bda1-123,6
955f-109,4
09e8-165,6
09e8-94,5
09e8-143,6
9a39-234,6
09e8-11,4
ea5b-292,4
6141-270,5
9a39-37,4
f36d-322,5
ea5b-8,6
955f-290,5
a327-56,6
7fbc-294,4
7fbc-327,5
5953-52,4
9a39-318,4
5953-204,5
09e8-83,5
09e8-201,5
6141-9,6
5953-103,5
09e8-166,4
5953-270,7
9a39-311,6
7fbc-74,4
6141-170,4
09e8-316,5
955f-241,6
9a39-292,5
5953-257,5
09e8-255,7
ea5b-145,4
6141-95,5
09e8-257,6
ea5b-186,4
ea5b-51,6
955f-244,4
09e8-115,5
9a39-328,5
ea5b-26,5
955f-30,4
f36d-143,5
5953-118,4
955f-18,5
09e8-263,4
6141-238,6
5953-14,6
bda1-260,6
9a39-189,5
ea5b-323,5
5953-74,6
09e8-197,5
a327-52,5
a327-218,6
09e8-99,4
a327-211,6
09e8-78,5
6141-185,5
09e8-181,4
5953-318,5
5953-256,5
bda1-16,6
09e8-100,4
a327-12,5
955f-14,5
f36d-10,4
5953-161,6
955f-51,5
09e8-82,6
bda1-169,5
ea5b-132,5
5953-93,4
5953-57,5
ea5b-245,6
5953-106,5
bda1-280,5
6141-133,4
5953-45,5
9a39-286,4
5953-43,5
6141-54,4
5953-148,6
9a39-320,5
f36d-200,4
ea5b-114,4
9a39-223,5
09e8-0,5
ea5b-293,5
7fbc-138,6
f36d-145,5
6141-282,4
f36d-125,5
955f-285,5
ea5b-62,5
f36d-257,4
ea5b-13,6
955f-178,5
6141-188,5
a327-271,6
6141-179,5
5953-286,5
6141-249,5
bda1-38,5
5953-64,5
9a39-154,4
f36d-14,4
9a39-56,5
ea5b-72,5
a327-113,4
ea5b-237,6
6141-261,6
9a39-15,6
955f-239,4
6141-146,4
a327-46,6
ea5b-308,6
a327-118,4
5953-216,4
ea5b-281,5
5953-215,5
9a39-301,5
6141-178,5
bda1-330,6
