Key,Value,2020-10-09-20-20
281f-80,5
281f-78,5
cd55-48,6
cd55-47,5
f061-76,4
2898-50,5
281f-23,6
04ef-56,6
2898-98,7
cd55-78,5
04ef-77,7
281f-67,6
cd55-0,7
eb05-49,4
2898-36,6
6e69-62,4
cd55-45,5
04ef-23,4
eb05-7,6
281f-18,6
c75c-70,4
eb05-77,5
281f-93,5
281f-85,7
04ef-27,6
eb05-9,5
2898-14,5
f1e3-22,4
2898-72,5
6e69-28,5
04ef-4,5
cd55-87,7
281f-69,6
c75c-34,4
f061-6,6
04ef-36,8
6e69-42,5
281f-53,4
6e69-99,5
2898-97,5
f68f-90,7
6e69-45,5
f1e3-5,6
f1e3-32,5
6e69-21,5
f1e3-35,6
2898-24,6
6e69-30,5
281f-94,5
f061-73,5
f68f-6,6
f1e3-62,6
eb05-25,4
c75c-98,5
f68f-10,5
f68f-16,5
04ef-61,4
f061-68,5
f68f-42,5
f061-42,5
6e69-19,5
cd55-63,4
6e69-11,5
6e69-44,5
6e69-90,4
2898-73,6
eb05-44,5
f061-71,5
cd55-67,5
281f-40,5
f1e3-92,6
c75c-8,6
f061-50,6
f1e3-21,5
f68f-97,4
f061-58,5
04ef-50,6
281f-97,5
04ef-59,6
eb05-38,5
2898-12,6
281f-61,4
eb05-51,4
c75c-14,5
281f-45,6
f061-41,6
6e69-39,5
f1e3-40,5
f68f-59,4
cd55-28,6
2898-92,5
281f-13,6
6e69-84,5
f061-64,6
eb05-50,5
04ef-10,4
eb05-5,6
f68f-58,4
2898-46,5
2898-0,4
6e69-73,6
04ef-5,5
04ef-6,5
281f-64,4
6e69-43,7
2898-79,4
281f-2,4
f1e3-24,4
f68f-88,6
f061-40,5
eb05-65,5
f1e3-81,6
2898-94,5
2898-45,4
c75c-49,6
c75c-25,5
c75c-60,6
04ef-45,5
281f-90,6
f061-21,5
cd55-97,5
cd55-23,6
cd55-33,5
eb05-18,4
2898-43,6
281f-28,7
eb05-24,5
6e69-67,4
f1e3-25,5
f68f-63,6
f1e3-4,4
6e69-61,5
c75c-96,6
f061-36,4
f061-69,5
6e69-35,6
f1e3-12,5
281f-42,4
f061-53,6
f061-10,4
281f-33,6
f061-46,7
c75c-83,4
2898-16,5
cd55-58,4
04ef-8,4
f061-98,4
c75c-76,7
eb05-62,5
f68f-1,5
2898-71,4
cd55-4,5
f061-85,5
c75c-44,5
eb05-34,6
f1e3-90,4
f68f-22,5
f68f-15,5
f1e3-98,4
f68f-28,5
cd55-8,5
f1e3-72,7
281f-82,5
281f-34,5
f68f-95,6
c75c-3,5
6e69-70,5
f061-52,5
c75c-93,6
f68f-17,5
2898-90,4
f68f-80,4
6e69-10,4
cd55-50,4
f061-5,5
c75c-84,6
281f-49,5
f68f-27,6
cd55-53,4
2898-11,6
04ef-88,5
eb05-84,5
eb05-90,5
cd55-62,5
f061-28,5
04ef-2,6
6e69-20,4
2898-18,4
eb05-46,4
eb05-3,5
cd55-73,5
6e69-72,6
f061-77,4
2898-53,6
c75c-85,4
cd55-65,5
2898-35,5
6e69-96,5
f061-91,4
04ef-69,4
eb05-96,6
f061-47,5
f68f-50,6
04ef-57,5
f061-3,4
eb05-56,4
f1e3-45,4
f061-61,5
cd55-82,4
eb05-74,5
f68f-93,5
f1e3-75,6
c75c-50,7
281f-32,7
04ef-91,5
281f-17,6
281f-47,4
eb05-93,4
281f-20,4
04ef-75,5
6e69-92,5
281f-36,5
eb05-99,5
c75c-65,4
f061-45,4
f061-33,4
04ef-97,6
f1e3-33,5
cd55-11,6
04ef-26,5
2898-63,5
f061-86,5
281f-43,5
f061-37,5
04ef-16,5
f68f-40,5
f1e3-88,4
f68f-3,6
f1e3-49,5
f68f-30,6
2898-7,5
f061-35,7
281f-75,5
6e69-49,5
f1e3-43,5
6e69-58,5
f68f-61,4
6e69-87,4
f061-90,5
eb05-97,5
f68f-89,4
c75c-20,5
eb05-45,5
f68f-68,5
f1e3-74,4
cd55-80,4
6e69-75,7
04ef-53,4
04ef-58,6
281f-65,4
eb05-14,5
f061-2,6
281f-66,4
eb05-86,5
eb05-87,5
04ef-60,6
f1e3-2,6
eb05-16,5
eb05-20,4
f1e3-50,5
2898-82,5
cd55-84,5
cd55-25,5
281f-70,5
2898-86,4
2898-85,5
f1e3-65,5
f68f-67,5
c75c-15,6
2898-77,5
2898-87,6
f68f-84,5
f1e3-80,5
f061-19,5
f1e3-69,4
eb05-58,6
f68f-31,6
04ef-30,4
f68f-99,4
cd55-22,5
f68f-70,4
c75c-63,6
f061-67,5
f68f-37,4
c75c-69,4
f061-55,5
f1e3-87,6
cd55-94,4
f68f-66,5
04ef-46,5
f68f-20,5
cd55-19,5
6e69-1,6
2898-89,5
eb05-72,5
f68f-75,4
04ef-0,4
04ef-87,6
6e69-12,6
cd55-49,4
2898-2,5
eb05-83,4
281f-54,5
f68f-94,5
281f-1,5
f061-63,5
04ef-19,4
f061-16,4
2898-99,5
f1e3-59,5
cd55-77,5
f061-60,5
2898-3,6
f061-20,5
f68f-39,5
f061-24,5
f1e3-93,4
f68f-60,4
281f-95,5
c75c-59,4
04ef-90,5
f1e3-3,5
2898-21,4
f1e3-28,4
f1e3-1,4
eb05-30,5
cd55-27,5
281f-11,4
c75c-7,5
281f-63,5
f061-87,4
eb05-85,6
f061-80,4
f68f-19,5
f061-27,6
f1e3-82,6
281f-73,6
